	Group	A1_FB_ShallowInflow	A3_1mMystic	A4_3mMystic	A5_5mMystic	A6_7mMystic	A7_9mMystic	A8_11mMystic	B1_13mMystic	B2_15mMystic	B3_17mMystic	B4_19mMystic	B5_20mMystic	B6_21mMystic	B7_22mMystic	B9_PosControlEColiMystic	H2_PosControlEBAlly	H3_PosControlEMAlly	Kingdom	Phylum	Class	Order	Family	Genus
seq41	Bin 45	0.11615094159289531	0.26122663128674511	0.21797157221004382	0.0648023593056887	0.044401616561305216	0.17807757093022145	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11736930811310051	0.0	0.0	0.0	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales		
seq51	Bin 45	0.096778497223259957	0.28295471911890091	0.26637129235735357	0.064793017059896818	0.014798405130964087	0.074188290974859752	0.090015126382829824	0.012771226345900513	0.0	0.047606784165995113	0.0	0.049722641240039334	0.0	0.0	0.0	0.0	0.0	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales		
seq91	Bin 45	0.15719192182573949	0.23568594245208152	0.13110668227312761	0.0	0.060090562708516815	0.040166636081024498	0.10443325381066371	0.017286326258614426	0.036169160356400248	0.0	0.07832494035799778	0.033650715116769418	0.0	0.1058938587590646	0.0	0.0	0.0	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales		
Bin 60	Bin 60	0.0	0.0	0.0	0.0	0.0	0.0	0.059693382616083118	0.19010392579368179	0.42884982774186009	0.16321403305429819	0.045716835326818951	0.059634571401683052	0.024970746688411014	0.027816677377163743	0.0	0.0	0.0	Bacteria	Bacteroidetes				
seq645	Bin 60	0.0	0.0	0.0	0.0	0.0	0.0	0.085672237651565328	0.3403417660130677	0.41540121600161845	0.15858478033374859	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Cesiribacter
Bin 5	Bin 5	0.0	0.0	0.024745548373660654	0.064733252702897037	0.2083058101902179	0.31152877863269207	0.24086643239450742	0.065749792475241528	0.07063000649162246	0.013440378739160833	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria					
seq111	Bin 5	0.17405116935370657	0.0	0.0	0.0	0.19960630136198887	0.20013576104729919	0.23126799054354572	0.11484198160552783	0.08009679608793184	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Bacteroidetes				
seq172	Bin 5	0.0	0.022309010190466258	0.02481998103441484	0.1826281036924173	0.16305348651775303	0.11405999241942628	0.10214705987784176	0.085084934984415245	0.079884373671673559	0.085391296452444254	0.039540797372067775	0.050963694390665136	0.050117269396414581	0.0	0.0	0.0	0.0	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales		
seq197	Bin 5	0.0	0.088830401481395607	0.0	0.0	0.18118581889459262	0.36333283576740588	0.26240704805423759	0.10424389580236836	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	Chloroplast	Chloroplast	Cryptomonadaceae
seq254	Bin 5	0.0	0.0	0.29694651812047645	0.0	0.18146731662918006	0.36389732459326291	0.15768884065708061	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales		
seq326	Bin 5	0.0	0.0	0.0	0.28065434206079448	0.19230019733795176	0.38562055487398283	0.083551120222696285	0.0	0.057873785504574657	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Firmicutes				
seq333	Bin 5	0.0	0.0	0.0	0.060790914982270322	0.33322427471762989	0.29234463889351747	0.14478020211869436	0.14378855689870332	0.025071412389184734	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales		
seq382	Bin 5	0.0	0.0	0.0	0.17081385581650915	0.23407824685966069	0.23469914406618497	0.10170296242868015	0.0	0.070447115695025278	0.18825867513393987	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales		
seq401	Bin 5	0.0	0.0	0.0	0.0	0.40320855614973261	0.34652406417112303	0.25026737967914442	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	Fluviicola
seq412	Bin 5	0.0	0.0	0.0	0.0	0.21095888520865544	0.42303691569693241	0.27497399520300608	0.09103020389140612	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria					
seq421	Bin 5	0.0	0.0	0.0	0.0	0.27336935606830404	0.21927557897892611	0.38007767023013861	0.094368599629058386	0.032908795093572911	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Actinobacteria	Actinobacteria			
seq422	Bin 5	0.0	0.0	0.0	0.0	0.46517940871625291	0.37313064508168403	0.16168994620206309	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	Acidimicrobiaceae	
seq424	Bin 5	0.0	0.0	0.0	0.0	0.18775981542627271	0.062752617357321919	0.27192800854839499	0.16203929276513945	0.03767155532437956	0.05033561009300077	0.12236760384677774	0.10514549663871273	0.0	0.0	0.0	0.0	0.0	Bacteria					
seq47	Bin 5	0.065371499680199494	0.1225185694395438	0.0	0.14588697612029075	0.21657912195635756	0.15033710934411926	0.10133834778011001	0.12939974936697021	0.02005558748150494	0.026797678592308728	0.021715360238595004	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Sediminibacterium
seq482	Bin 5	0.0	0.0	0.0	0.0	0.15443501956180655	0.30968932304701791	0.40259611996112332	0.13327953743005225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Verrucomicrobia	Opitutae	Puniceicoccales	Puniceicoccaceae	
seq492	Bin 5	0.0	0.0	0.0	0.0	0.17818319311844219	0.35731165516589469	0.46450515171566314	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Isosphaera
seq518	Bin 5	0.0	0.0	0.0	0.0	0.080562632753613181	0.24232898021909111	0.42003689904642461	0.20857996699223139	0.048491520988639784	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	Fluviicola
seq7	Bin 5	0.040003039372801447	0.067475943844783753	0.050047092548656351	0.0	0.07646083583822498	0.21465821923389208	0.35878588071950535	0.11877614772677689	0.0	0.073792840715359256	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Thauera
seq90	Bin 5	0.035636451140106301	0.080147349256737124	0.17833652605178735	0.0	0.16347514888080505	0.21854502662049272	0.26043282338942048	0.047027097623245293	0.016399577037405605	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Proteobacteria	Betaproteobacteria			
Bin 11	Bin 11	0.086984321604548359	0.10217693910842207	0.08203141494378284	0.18983008324724387	0.10623586229229275	0.097093043786482869	0.078969705328220591	0.10059708693821065	0.04502658637135383	0.034272933231816342	0.020159939879862962	0.021914417406353501	0.018352420517697032	0.016355245343712358	0.0	0.0	0.0	Bacteria					
seq111	Bin 11	0.17405116935370657	0.0	0.0	0.0	0.19960630136198887	0.20013576104729919	0.23126799054354572	0.11484198160552783	0.08009679608793184	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Bacteroidetes				
seq16	Bin 11	0.13462619064561779	0.27250017266089643	0.26948550023607648	0.10014663860124463	0.034309496557833809	0.041280603816003757	0.0059627538845338762	0.0059219131045028222	0.0041302514964526053	0.0	0.01788826165360163	0.023055981686864322	0.036276894262548758	0.05441534139382314	0.0	0.0	0.0	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales		
seq172	Bin 11	0.0	0.022309010190466258	0.02481998103441484	0.1826281036924173	0.16305348651775303	0.11405999241942628	0.10214705987784176	0.085084934984415245	0.079884373671673559	0.085391296452444254	0.039540797372067775	0.050963694390665136	0.050117269396414581	0.0	0.0	0.0	0.0	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales		
seq24	Bin 11	0.11149698458058198	0.19376890174899161	0.26630271523791893	0.045240615716094335	0.077495499143309735	0.12432169199436002	0.080809099796334022	0.040127806405713812	0.037316304046077817	0.0	0.010101137474541753	0.013019243856076036	0.0	0.0	0.0	0.0	0.0	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Geodermatophilaceae	Blastococcus
seq314	Bin 11	0.0	0.0	0.0	0.10214051096832609	0.2449480772295968	0.03508540098248867	0.15203673759078423	0.21139354610225478	0.042124828568147227	0.084428911725946132	0.022805510638617636	0.05878753853510324	0.046248937658735063	0.0	0.0	0.0	0.0	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales		
seq366	Bin 11	0.0	0.0	0.0	0.30808199223172145	0.0	0.21165314585680595	0.18343272640923183	0.0	0.12705929297454754	0.16977284252769329	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	
seq382	Bin 11	0.0	0.0	0.0	0.17081385581650915	0.23407824685966069	0.23469914406618497	0.10170296242868015	0.0	0.070447115695025278	0.18825867513393987	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales		
seq41	Bin 11	0.11615094159289531	0.26122663128674511	0.21797157221004382	0.0648023593056887	0.044401616561305216	0.17807757093022145	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11736930811310051	0.0	0.0	0.0	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales		
seq47	Bin 11	0.065371499680199494	0.1225185694395438	0.0	0.14588697612029075	0.21657912195635756	0.15033710934411926	0.10133834778011001	0.12939974936697021	0.02005558748150494	0.026797678592308728	0.021715360238595004	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Sediminibacterium
seq51	Bin 11	0.096778497223259957	0.28295471911890091	0.26637129235735357	0.064793017059896818	0.014798405130964087	0.074188290974859752	0.090015126382829824	0.012771226345900513	0.0	0.047606784165995113	0.0	0.049722641240039334	0.0	0.0	0.0	0.0	0.0	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales		
seq80	Bin 11	0.25018053429437354	0.18755427862794799	0.0	0.09305299152004369	0.063758531226696599	0.095891477998771818	0.055403965065957045	0.11004897170635304	0.0	0.10255627576038859	0.041552973799467784	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax
seq85	Bin 11	0.14198132150795537	0.07982996481672977	0.0	0.15842703442393477	0.05427592846005172	0.16325968932015558	0.094327820496089884	0.093681739533787903	0.0	0.0	0.070745865372067424	0.0	0.14347063606922764	0.0	0.0	0.0	0.0	Bacteria	Proteobacteria	Alphaproteobacteria			
seq87	Bin 11	0.16884126224556931	0.13561735627840335	0.15088164746125396	0.0538280472023933	0.22129308294317246	0.12943003922803589	0.032049343046942222	0.063659653997350976	0.044399567596878554	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	
seq90	Bin 11	0.035636451140106301	0.080147349256737124	0.17833652605178735	0.0	0.16347514888080505	0.21854502662049272	0.26043282338942048	0.047027097623245293	0.016399577037405605	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Proteobacteria	Betaproteobacteria			
seq91	Bin 11	0.15719192182573949	0.23568594245208152	0.13110668227312761	0.0	0.060090562708516815	0.040166636081024498	0.10443325381066371	0.017286326258614426	0.036169160356400248	0.0	0.07832494035799778	0.033650715116769418	0.0	0.1058938587590646	0.0	0.0	0.0	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales		
Bin 51	Bin 51	0.01057122442753522	0.013372785671581662	0.010736165517893932	0.21766131483633741	0.31631627958690456	0.14266958046844161	0.14182538176744491	0.085579108305322824	0.030643711296013024	0.014578190851531626	0.0057167648716882321	0.0037285697980863155	0.0031225233870112298	0.0034783992142073629	0.0	0.0	0.0	Bacteria	Actinobacteria				
seq172	Bin 51	0.0	0.022309010190466258	0.02481998103441484	0.1826281036924173	0.16305348651775303	0.11405999241942628	0.10214705987784176	0.085084934984415245	0.079884373671673559	0.085391296452444254	0.039540797372067775	0.050963694390665136	0.050117269396414581	0.0	0.0	0.0	0.0	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales		
seq314	Bin 51	0.0	0.0	0.0	0.10214051096832609	0.2449480772295968	0.03508540098248867	0.15203673759078423	0.21139354610225478	0.042124828568147227	0.084428911725946132	0.022805510638617636	0.05878753853510324	0.046248937658735063	0.0	0.0	0.0	0.0	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales		
seq333	Bin 51	0.0	0.0	0.0	0.060790914982270322	0.33322427471762989	0.29234463889351747	0.14478020211869436	0.14378855689870332	0.025071412389184734	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales		
seq382	Bin 51	0.0	0.0	0.0	0.17081385581650915	0.23407824685966069	0.23469914406618497	0.10170296242868015	0.0	0.070447115695025278	0.18825867513393987	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales		
seq421	Bin 51	0.0	0.0	0.0	0.0	0.27336935606830404	0.21927557897892611	0.38007767023013861	0.094368599629058386	0.032908795093572911	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Actinobacteria	Actinobacteria			
seq422	Bin 51	0.0	0.0	0.0	0.0	0.46517940871625291	0.37313064508168403	0.16168994620206309	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	Acidimicrobiaceae	
Bin 6	Bin 6	0.013237672924925857	0.0083729450655891501	0.010083163632177573	0.026377107089740944	0.14146528080965542	0.094029502125465431	0.11684139317365526	0.2232610037903639	0.14389940001387011	0.085800109643606542	0.039373078533503053	0.042021460260208005	0.031281101697184545	0.023956781240054251	0.0	0.0	0.0	Bacteria	Actinobacteria				
seq172	Bin 6	0.0	0.022309010190466258	0.02481998103441484	0.1826281036924173	0.16305348651775303	0.11405999241942628	0.10214705987784176	0.085084934984415245	0.079884373671673559	0.085391296452444254	0.039540797372067775	0.050963694390665136	0.050117269396414581	0.0	0.0	0.0	0.0	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales		
seq314	Bin 6	0.0	0.0	0.0	0.10214051096832609	0.2449480772295968	0.03508540098248867	0.15203673759078423	0.21139354610225478	0.042124828568147227	0.084428911725946132	0.022805510638617636	0.05878753853510324	0.046248937658735063	0.0	0.0	0.0	0.0	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales		
seq333	Bin 6	0.0	0.0	0.0	0.060790914982270322	0.33322427471762989	0.29234463889351747	0.14478020211869436	0.14378855689870332	0.025071412389184734	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales		
seq382	Bin 6	0.0	0.0	0.0	0.17081385581650915	0.23407824685966069	0.23469914406618497	0.10170296242868015	0.0	0.070447115695025278	0.18825867513393987	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales		
Bin 30	Bin 30	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.037903268435991323	0.14425434982572977	0.2262744967659181	0.1936987718004799	0.20856179636932862	0.18930731680255239	0.0	0.0	0.0	Bacteria	Proteobacteria				
seq1104	Bin 30	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.35702909094039764	0.17359000628481402	0.0	0.23469045138739425	0.23469045138739425	0.0	0.0	0.0	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	
seq1140	Bin 30	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.095486721837454866	0.077377171144144455	0.19946115228268349	0.1569187386839293	0.47075621605178797	0.0	0.0	0.0	Bacteria	Proteobacteria	Betaproteobacteria	Gallionellales	Gallionellaceae	Gallionella
seq1186	Bin 30	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.31140612649815302	0.26757859758359814	0.21050763795912442	0.21050763795912442	0.0	0.0	0.0	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylobacter
seq1233	Bin 30	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08554564428432794	0.22051766082182311	0.34696834744692451	0.34696834744692451	0.0	0.0	0.0	Bacteria	Proteobacteria	Deltaproteobacteria			
seq186	Bin 30	0.0	0.0070802660027932595	0.0	0.042153552804274928	0.0048138316474017661	0.048266004316123816	0.016732214829589587	0.12463207963821012	0.19992732010753644	0.10066029240566927	0.075294966733153154	0.11322132034688955	0.16542076024707889	0.10179739092127932	0.0	0.0	0.0	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Rhodoferax
seq465	Bin 30	0.0	0.0	0.0	0.0	0.091214144968950001	0.030485364101028381	0.0	0.15743811323407808	0.10980556305179331	0.097812615030533623	0.11889291999401069	0.15323976354783603	0.08037050535725665	0.1607410107145133	0.0	0.0	0.0	Bacteria	Proteobacteria	Betaproteobacteria			
seq541	Bin 30	0.0	0.0	0.0	0.0	0.0	0.046690800177725963	0.16186144061611668	0.080376400305948351	0.11211739915288338	0.074903964540436976	0.12139608046208751	0.15646605926224613	0.0	0.24618785548255509	0.0	0.0	0.0	Bacteria	Proteobacteria	Betaproteobacteria			
seq649	Bin 30	0.0	0.0	0.0	0.0	0.0	0.0	0.048557028852746285	0.19289778585337564	0.16144438892441756	0.12583502370775526	0.18937241252571049	0.07510153795891425	0.059083377764880096	0.14770844441220024	0.0	0.0	0.0	Bacteria	Proteobacteria	Betaproteobacteria	Methylophilales	Methylophilaceae	Methylophilus
seq669	Bin 30	0.0	0.0	0.0	0.0	0.0	0.0	0.010326185784324784	0.015383187726648222	0.14305384764908538	0.210258719055294	0.14714814742662818	0.15971167346422332	0.20417685528096732	0.10994138361282857	0.0	0.0	0.0	Bacteria	Proteobacteria	Betaproteobacteria			
seq846	Bin 30	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.043749283434172677	0.12205214104565372	0.24462365290426766	0.066076503945405637	0.25549581525556847	0.26800260341493193	0.0	0.0	0.0	0.0	Bacteria	Proteobacteria	Betaproteobacteria			
Bin 63	Bin 63	0.0	0.0	0.0	0.0	0.11551091167758065	0.30711234453959946	0.44840219535589443	0.11545649384858685	0.0097915373006046344	0.0037265172777339694	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Proteobacteria				
seq630	Bin 63	0.0	0.0	0.0	0.0	0.0	0.5357142857142857	0.46428571428571436	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Proteobacteria	Betaproteobacteria			
seq7	Bin 63	0.040003039372801447	0.067475943844783753	0.050047092548656351	0.0	0.07646083583822498	0.21465821923389208	0.35878588071950535	0.11877614772677689	0.0	0.073792840715359256	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Thauera
seq90	Bin 63	0.035636451140106301	0.080147349256737124	0.17833652605178735	0.0	0.16347514888080505	0.21854502662049272	0.26043282338942048	0.047027097623245293	0.016399577037405605	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Proteobacteria	Betaproteobacteria			
Bin 27	Bin 27	0.0	0.0	0.0	0.1081677504683685	0.8411791579955562	0.019279899967741612	0.019165817719411778	0.012207373848921826	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	
seq356	Bin 27	0.0	0.0	0.0	0.15876175119616889	0.59829659941519198	0.054534872095235727	0.094527111631741934	0.093879665661661504	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
seq420	Bin 27	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	
seq457	Bin 27	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
seq481	Bin 27	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
seq498	Bin 27	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	
Bin 87	Bin 87	0.26348298643194257	0.13635434986889161	0.13379703424487302	0.079547064549363652	0.12798766505106571	0.068056933003344477	0.050740671943321915	0.043091324414177914	0.017358650927978544	0.019819353370773667	0.012953434378280069	0.016896893711175184	0.014150451416536975	0.015763186688274644	0.0	0.0	0.0	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales		
seq13	Bin 87	0.31114942462778411	0.17494588271873465	0.29195514193970651	0.0	0.11894468745691746	0.0	0.051679415929557243	0.051325447327300003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Propionibacteriaceae	
seq16	Bin 87	0.13462619064561779	0.27250017266089643	0.26948550023607648	0.10014663860124463	0.034309496557833809	0.041280603816003757	0.0059627538845338762	0.0059219131045028222	0.0041302514964526053	0.0	0.01788826165360163	0.023055981686864322	0.036276894262548758	0.05441534139382314	0.0	0.0	0.0	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales		
seq17	Bin 87	0.31544834993011173	0.070945193097122397	0.078930366346149167	0.0	0.096470447756404523	0.14508950630737763	0.25148847759945459	0.041627658963380033	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales		
seq172	Bin 87	0.0	0.022309010190466258	0.02481998103441484	0.1826281036924173	0.16305348651775303	0.11405999241942628	0.10214705987784176	0.085084934984415245	0.079884373671673559	0.085391296452444254	0.039540797372067775	0.050963694390665136	0.050117269396414581	0.0	0.0	0.0	0.0	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales		
seq24	Bin 87	0.11149698458058198	0.19376890174899161	0.26630271523791893	0.045240615716094335	0.077495499143309735	0.12432169199436002	0.080809099796334022	0.040127806405713812	0.037316304046077817	0.0	0.010101137474541753	0.013019243856076036	0.0	0.0	0.0	0.0	0.0	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Geodermatophilaceae	Blastococcus
seq41	Bin 87	0.11615094159289531	0.26122663128674511	0.21797157221004382	0.0648023593056887	0.044401616561305216	0.17807757093022145	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11736930811310051	0.0	0.0	0.0	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales		
seq51	Bin 87	0.096778497223259957	0.28295471911890091	0.26637129235735357	0.064793017059896818	0.014798405130964087	0.074188290974859752	0.090015126382829824	0.012771226345900513	0.0	0.047606784165995113	0.0	0.049722641240039334	0.0	0.0	0.0	0.0	0.0	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales		
seq91	Bin 87	0.15719192182573949	0.23568594245208152	0.13110668227312761	0.0	0.060090562708516815	0.040166636081024498	0.10443325381066371	0.017286326258614426	0.036169160356400248	0.0	0.07832494035799778	0.033650715116769418	0.0	0.1058938587590646	0.0	0.0	0.0	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales		
Bin 85	Bin 85	0.066218384351755852	0.0	0.0	0.087963568081367696	0.14152944237569309	0.23518037299532343	0.28054652778613726	0.11912654069310856	0.047988221858155045	0.018263622186385674	0.0	0.0	0.0	0.0	0.0	0.0	0.0031833196720731302	Bacteria	Proteobacteria	Betaproteobacteria			
seq7	Bin 85	0.040003039372801447	0.067475943844783753	0.050047092548656351	0.0	0.07646083583822498	0.21465821923389208	0.35878588071950535	0.11877614772677689	0.0	0.073792840715359256	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Thauera
seq90	Bin 85	0.035636451140106301	0.080147349256737124	0.17833652605178735	0.0	0.16347514888080505	0.21854502662049272	0.26043282338942048	0.047027097623245293	0.016399577037405605	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Proteobacteria	Betaproteobacteria			
Bin 2	Bin 2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.029249327538386351	0.5655659446288791	0.179371839141414	0.03516988628482709	0.068815166661740493	0.057629863169691917	0.064197972575061227	0.0	0.0	0.0	Bacteria					
seq828	Bin 2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10317083107956387	0.50369708294576887	0.19229286813978289	0.0	0.20083921783488434	0.0	0.0	0.0	0.0	0.0	Bacteria	Proteobacteria	Betaproteobacteria			
seq830	Bin 2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23494253634779774	0.58990030463886545	0.17515715901333687	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria					
seq916	Bin 2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.59948979591836726	0.40051020408163263	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Verrucomicrobia	Spartobacteria			
Bin 71	Bin 71	0.032044569647220855	0.0	0.0	0.021283777242495486	0.0	0.0	0.067881396057426435	0.3170641087204919	0.13933549717050686	0.079543608168987409	0.10397543142330878	0.09041935711294638	0.085187791586918846	0.063264462869697086	0.0	0.0	0.0	Bacteria	Proteobacteria	Betaproteobacteria			
seq186	Bin 71	0.0	0.0070802660027932595	0.0	0.042153552804274928	0.0048138316474017661	0.048266004316123816	0.016732214829589587	0.12463207963821012	0.19992732010753644	0.10066029240566927	0.075294966733153154	0.11322132034688955	0.16542076024707889	0.10179739092127932	0.0	0.0	0.0	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Rhodoferax
seq465	Bin 71	0.0	0.0	0.0	0.0	0.091214144968950001	0.030485364101028381	0.0	0.15743811323407808	0.10980556305179331	0.097812615030533623	0.11889291999401069	0.15323976354783603	0.08037050535725665	0.1607410107145133	0.0	0.0	0.0	Bacteria	Proteobacteria	Betaproteobacteria			
seq541	Bin 71	0.0	0.0	0.0	0.0	0.0	0.046690800177725963	0.16186144061611668	0.080376400305948351	0.11211739915288338	0.074903964540436976	0.12139608046208751	0.15646605926224613	0.0	0.24618785548255509	0.0	0.0	0.0	Bacteria	Proteobacteria	Betaproteobacteria			
