Bin	ProteinID	Annotation
unbinned	IJDLJFPM_151133	CAZy_CE1
unbinned	IJDLJFPM_151354	CAZy_CE1
unbinned	IJDLJFPM_151370	CAZy_GH29
unbinned	IJDLJFPM_151449	CAZy_CBM66
unbinned	IJDLJFPM_151472	CAZy_GT19
unbinned	IJDLJFPM_151634	CAZy_GH31
unbinned	IJDLJFPM_151635	CAZy_GH31
unbinned	IJDLJFPM_151744	CAZy_GT41
unbinned	IJDLJFPM_151765	CAZy_GT41
unbinned	IJDLJFPM_151898	CAZy_CE1
unbinned	IJDLJFPM_151973	CAZy_GT32
unbinned	IJDLJFPM_151987	CAZy_GH95
unbinned	IJDLJFPM_152023	CAZy_CBM66
unbinned	IJDLJFPM_152180	CAZy_GH74
unbinned	IJDLJFPM_152271	CAZy_GT41
unbinned	IJDLJFPM_152575	CAZy_GH74
unbinned	IJDLJFPM_152584	CAZy_GH23
unbinned	IJDLJFPM_152605	CAZy_CBM61
unbinned	IJDLJFPM_152766	CAZy_GH31
unbinned	IJDLJFPM_152767	CAZy_GH31
unbinned	IJDLJFPM_152787	CAZy_CE3
unbinned	IJDLJFPM_153007	CAZy_GT41
unbinned	IJDLJFPM_153430	CAZy_GH93
unbinned	IJDLJFPM_153441	CAZy_CBM44
unbinned	IJDLJFPM_153567	CAZy_GH116
unbinned	IJDLJFPM_153575	CAZy_PL22_1
unbinned	IJDLJFPM_153580	nitric_oxide_reductase_norC
unbinned	IJDLJFPM_153612	CAZy_GT41
unbinned	IJDLJFPM_153676	CAZy_CE10
unbinned	IJDLJFPM_154148	CAZy_GH106
unbinned	IJDLJFPM_154190	CAZy_CE6
unbinned	IJDLJFPM_154269	CAZy_GH51
unbinned	IJDLJFPM_154376	CAZy_CE3
unbinned	IJDLJFPM_154437	CAZy_CE12
unbinned	IJDLJFPM_154564	CAZy_GT4
unbinned	IJDLJFPM_154587	CAZy_CBM32
unbinned	IJDLJFPM_154599	CAZy_GH9
unbinned	IJDLJFPM_154629	CAZy_GH29
unbinned	IJDLJFPM_154924	CAZy_GH33
unbinned	IJDLJFPM_155041	CAZy_GH74
unbinned	IJDLJFPM_155157	CAZy_GH78
unbinned	IJDLJFPM_155752	CAZy_GH29
unbinned	IJDLJFPM_155755	CAZy_GH29
unbinned	IJDLJFPM_155767	nitric_oxide_reductase_norC
unbinned	IJDLJFPM_155836	CAZy_GT41
unbinned	IJDLJFPM_156284	CAZy_GT87
unbinned	IJDLJFPM_156295	thiosulfate_reductase_phsA
unbinned	IJDLJFPM_156296	CAZy_CBM40
unbinned	IJDLJFPM_156398	CAZy_GH39
unbinned	IJDLJFPM_156568	CAZy_CBM69
unbinned	IJDLJFPM_156612	CAZy_GT4
unbinned	IJDLJFPM_156636	CAZy_GH74
unbinned	IJDLJFPM_156643	CAZy_CE10
unbinned	IJDLJFPM_156666	CAZy_GT2
unbinned	IJDLJFPM_156895	CAZy_AA5
unbinned	IJDLJFPM_156916	CAZy_GT41
unbinned	IJDLJFPM_156917	CAZy_GH23
unbinned	IJDLJFPM_157070	CAZy_GH74
unbinned	IJDLJFPM_157276	CAZy_CE3
unbinned	IJDLJFPM_157378	CAZy_GH140
unbinned	IJDLJFPM_157415	Hydrogenase_Group_1
unbinned	IJDLJFPM_157419	CAZy_GT104
unbinned	IJDLJFPM_157442	CAZy_GH5_13
unbinned	IJDLJFPM_157502	CAZy_GT25
unbinned	IJDLJFPM_157543	CAZy_GH33
unbinned	IJDLJFPM_157558	CAZy_GH29
unbinned	IJDLJFPM_157626	CAZy_GT94
unbinned	IJDLJFPM_157635	CAZy_PL10
unbinned	IJDLJFPM_157812	nitric_oxide_reductase_norC
unbinned	IJDLJFPM_157835	CAZy_GT2
unbinned	IJDLJFPM_157894	CAZy_CE1
unbinned	IJDLJFPM_157927	CAZy_GT41
unbinned	IJDLJFPM_158052	CAZy_GH95
unbinned	IJDLJFPM_158100	CAZy_CBM32
unbinned	IJDLJFPM_158121	CAZy_GT41
unbinned	IJDLJFPM_158221	CAZy_CBM32
unbinned	IJDLJFPM_158226	CAZy_GH81
unbinned	IJDLJFPM_158289	nitric_oxide_reductase_norC
unbinned	IJDLJFPM_158332	CAZy_GH87
unbinned	IJDLJFPM_158339	CAZy_GH5
unbinned	IJDLJFPM_158349	CAZy_GT41
unbinned	IJDLJFPM_158350	CAZy_GT41
unbinned	IJDLJFPM_158781	CAZy_GH74
unbinned	IJDLJFPM_158820	CAZy_GT41
unbinned	IJDLJFPM_158873	CAZy_AA3_1
unbinned	IJDLJFPM_158888	CAZy_AA7
unbinned	IJDLJFPM_158941	CAZy_CE9
unbinned	IJDLJFPM_159059	CAZy_GT4
unbinned	IJDLJFPM_159339	CAZy_GT22
unbinned	IJDLJFPM_159501	CAZy_GT2
unbinned	IJDLJFPM_159672	CAZy_CE4
unbinned	IJDLJFPM_159693	CAZy_GT41
unbinned	IJDLJFPM_159709	CAZy_GH5_45
unbinned	IJDLJFPM_159713	CAZy_CE4
unbinned	IJDLJFPM_159938	CAZy_CE14
unbinned	IJDLJFPM_160096	CAZy_CE3
unbinned	IJDLJFPM_160098	CAZy_GT9
unbinned	IJDLJFPM_160114	CAZy_GH78
unbinned	IJDLJFPM_160264	CAZy_CE10
unbinned	IJDLJFPM_160541	hydrazine_synthase_hzsA
unbinned	IJDLJFPM_160660	CAZy_GT92
unbinned	IJDLJFPM_160661	CAZy_GT9
unbinned	IJDLJFPM_160697	CAZy_CE7
unbinned	IJDLJFPM_161229	CAZy_AA6
unbinned	IJDLJFPM_161277	CAZy_GH17
unbinned	IJDLJFPM_161278	CAZy_GH17
unbinned	IJDLJFPM_161321	CAZy_CBM9
unbinned	IJDLJFPM_161392	CAZy_GH43
unbinned	IJDLJFPM_161442	CAZy_CBM50
unbinned	IJDLJFPM_161495	CAZy_GH123
unbinned	IJDLJFPM_161552	carbon_monoxide_dehydrogenase_coxS
unbinned	IJDLJFPM_161655	CAZy_CE1
unbinned	IJDLJFPM_161831	CAZy_GT83
unbinned	IJDLJFPM_161917	sulfide_quinone_oxidoreductase_sqr
unbinned	IJDLJFPM_161935	CAZy_CBM50
unbinned	IJDLJFPM_161949	hydrazine_synthase_hzsA
unbinned	IJDLJFPM_162354	CAZy_GH24
unbinned	IJDLJFPM_162588	CAZy_GT104
unbinned	IJDLJFPM_162609	CAZy_GT62
unbinned	IJDLJFPM_162682	CAZy_GT41
unbinned	IJDLJFPM_162993	CAZy_GT41
unbinned	IJDLJFPM_163083	CAZy_GT7
unbinned	IJDLJFPM_163309	CAZy_GT41
unbinned	IJDLJFPM_163316	CAZy_GH57
unbinned	IJDLJFPM_163508	CAZy_GT4
unbinned	IJDLJFPM_163566	CAZy_GT41
unbinned	IJDLJFPM_163945	CAZy_AA3_1
unbinned	IJDLJFPM_164108	CAZy_GH105
unbinned	IJDLJFPM_164214	CAZy_GH20
unbinned	IJDLJFPM_164397	CAZy_GH59
unbinned	IJDLJFPM_164468	CAZy_GT41
unbinned	IJDLJFPM_164474	CAZy_GT83
unbinned	IJDLJFPM_164595	CAZy_CE10
unbinned	IJDLJFPM_164645	CAZy_GT76
unbinned	IJDLJFPM_164746	CAZy_GT11
unbinned	IJDLJFPM_164781	CAZy_GH5_13
unbinned	IJDLJFPM_164799	CAZy_GH104
unbinned	IJDLJFPM_164881	CAZy_GH113
unbinned	IJDLJFPM_165201	CAZy_GT41
unbinned	IJDLJFPM_165244	CAZy_GH5
unbinned	IJDLJFPM_165249	CAZy_GH95
unbinned	IJDLJFPM_165477	CAZy_GT41
unbinned	IJDLJFPM_165654	CAZy_GT41
unbinned	IJDLJFPM_165729	CAZy_CBM50
unbinned	IJDLJFPM_165845	CAZy_CE14
unbinned	IJDLJFPM_165908	CAZy_GT41
unbinned	IJDLJFPM_165928	CAZy_GT83
unbinned	IJDLJFPM_165968	acetate_citrate_lyase_aclB
unbinned	IJDLJFPM_166093	CAZy_GT41
unbinned	IJDLJFPM_166379	CAZy_GH139
unbinned	IJDLJFPM_166407	CAZy_GH105
unbinned	IJDLJFPM_166437	CAZy_GT46
unbinned	IJDLJFPM_166455	CAZy_CE1
unbinned	IJDLJFPM_166616	CAZy_GT41
unbinned	IJDLJFPM_166625	CAZy_GT41
unbinned	IJDLJFPM_166688	CAZy_GT41
unbinned	IJDLJFPM_167006	CAZy_GT41
unbinned	IJDLJFPM_167134	CAZy_GT41
unbinned	IJDLJFPM_167379	CAZy_GT4
unbinned	IJDLJFPM_167445	CAZy_CBM40
unbinned	IJDLJFPM_167481	CAZy_GT41
unbinned	IJDLJFPM_167668	CAZy_GH43
unbinned	IJDLJFPM_167726	CAZy_GT83
unbinned	IJDLJFPM_167815	CAZy_GH18
unbinned	IJDLJFPM_167845	CAZy_GH29
unbinned	IJDLJFPM_167934	CAZy_GH5_33
unbinned	IJDLJFPM_167935	CAZy_GH5_9
unbinned	IJDLJFPM_167943	CAZy_CE10
unbinned	IJDLJFPM_168174	CAZy_GH108
unbinned	IJDLJFPM_168207	CAZy_GT4
unbinned	IJDLJFPM_168332	CAZy_GT41
unbinned	IJDLJFPM_168357	CAZy_GT41
unbinned	IJDLJFPM_168391	CAZy_GT41
unbinned	IJDLJFPM_168457	CAZy_GT41
unbinned	IJDLJFPM_168509	CAZy_GT41
unbinned	IJDLJFPM_168534	CAZy_CE7
unbinned	IJDLJFPM_168837	CAZy_GH29
unbinned	IJDLJFPM_169192	CAZy_GT10
unbinned	IJDLJFPM_169359	CAZy_GH78
unbinned	IJDLJFPM_169390	CAZy_GT25
unbinned	IJDLJFPM_169430	sulfide_quinone_oxidoreductase_sqr
unbinned	IJDLJFPM_169431	sulfide_quinone_oxidoreductase_sqr
unbinned	IJDLJFPM_169477	CAZy_GH23
unbinned	IJDLJFPM_169651	CAZy_GT41
unbinned	IJDLJFPM_169658	CAZy_CBM32
unbinned	IJDLJFPM_169868	CAZy_GT76
unbinned	IJDLJFPM_170171	CAZy_GH76
unbinned	IJDLJFPM_170230	CAZy_GT41
unbinned	IJDLJFPM_170383	CAZy_GT41
unbinned	IJDLJFPM_170505	CAZy_GT41
unbinned	IJDLJFPM_170726	CAZy_GH99
unbinned	IJDLJFPM_170735	CAZy_GH36
unbinned	IJDLJFPM_170800	CAZy_GT1
unbinned	IJDLJFPM_171273	CAZy_CE1
unbinned	IJDLJFPM_171292	CAZy_GT41
unbinned	IJDLJFPM_171319	CAZy_GH56
unbinned	IJDLJFPM_171320	CAZy_CBM9
unbinned	IJDLJFPM_171355	CAZy_PL22
unbinned	IJDLJFPM_171533	sulfide_quinone_oxidoreductase_sqr
unbinned	IJDLJFPM_171793	CAZy_GH23
unbinned	IJDLJFPM_171967	CAZy_GT9
unbinned	IJDLJFPM_172116	CAZy_GT47
unbinned	IJDLJFPM_172208	CAZy_GH31
unbinned	IJDLJFPM_172395	CAZy_GH33
unbinned	IJDLJFPM_172521	CAZy_PL22
unbinned	IJDLJFPM_172547	CAZy_GH2
unbinned	IJDLJFPM_172609	CAZy_GH116
unbinned	IJDLJFPM_172682	CAZy_GT41
unbinned	IJDLJFPM_172692	CAZy_GT41
unbinned	IJDLJFPM_172714	CAZy_GH42
unbinned	IJDLJFPM_172819	CAZy_CE7
unbinned	IJDLJFPM_172829	CAZy_CE9
unbinned	IJDLJFPM_173085	CAZy_GH33
unbinned	IJDLJFPM_173243	CAZy_GT41
unbinned	IJDLJFPM_173466	CAZy_GT9
unbinned	IJDLJFPM_173470	CAZy_GH5
unbinned	IJDLJFPM_173561	CAZy_GH23
unbinned	IJDLJFPM_173658	CAZy_GH106
unbinned	IJDLJFPM_173873	hydrazine_synthase_hzsA
unbinned	IJDLJFPM_173881	CAZy_AA5
unbinned	IJDLJFPM_173997	CAZy_CBM46
unbinned	IJDLJFPM_174010	CAZy_GT25
unbinned	IJDLJFPM_174013	CAZy_GT41
unbinned	IJDLJFPM_174052	CAZy_CE3
unbinned	IJDLJFPM_174310	CAZy_CBM50
unbinned	IJDLJFPM_174315	CAZy_GT83
unbinned	IJDLJFPM_174385	CAZy_PL22
unbinned	IJDLJFPM_174417	CAZy_GT32
unbinned	IJDLJFPM_174507	CAZy_AA5
unbinned	IJDLJFPM_174845	CAZy_GT41
unbinned	IJDLJFPM_175002	CAZy_GT2
unbinned	IJDLJFPM_175004	CAZy_GT2
unbinned	IJDLJFPM_175220	CAZy_CBM50
unbinned	IJDLJFPM_175295	CAZy_GH33
unbinned	IJDLJFPM_175451	CAZy_GH36
unbinned	IJDLJFPM_175499	CAZy_CE3
unbinned	IJDLJFPM_175570	CAZy_GT9
unbinned	IJDLJFPM_175576	CAZy_GT32
unbinned	IJDLJFPM_175622	CAZy_GT4
unbinned	IJDLJFPM_175662	CAZy_GT4
unbinned	IJDLJFPM_175772	CAZy_CBM16
unbinned	IJDLJFPM_175871	CAZy_GT41
unbinned	IJDLJFPM_176101	CAZy_PL15_1
unbinned	IJDLJFPM_176218	CAZy_CBM50
unbinned	IJDLJFPM_176310	CAZy_GH23
unbinned	IJDLJFPM_176329	CAZy_CBM20
unbinned	IJDLJFPM_176456	CAZy_GT41
unbinned	IJDLJFPM_176493	CAZy_GH120
unbinned	IJDLJFPM_176825	CAZy_GH105
unbinned	IJDLJFPM_177040	CAZy_GT4
unbinned	IJDLJFPM_177246	CAZy_GH139
unbinned	IJDLJFPM_177341	CAZy_GT13
unbinned	IJDLJFPM_177343	CAZy_GT8
unbinned	IJDLJFPM_177557	CAZy_GH100
unbinned	IJDLJFPM_177649	CAZy_GT4
unbinned	IJDLJFPM_177934	CAZy_PL22_1
unbinned	IJDLJFPM_178226	CAZy_GT50
unbinned	IJDLJFPM_178255	CAZy_GH23
unbinned	IJDLJFPM_178293	CAZy_CE15
unbinned	IJDLJFPM_178301	CAZy_GH117
unbinned	IJDLJFPM_178303	CAZy_GH140
unbinned	IJDLJFPM_178494	CAZy_GH99
unbinned	IJDLJFPM_178817	CAZy_GH5_13
unbinned	IJDLJFPM_178844	CAZy_GT2
unbinned	IJDLJFPM_178852	CAZy_GH5_19
unbinned	IJDLJFPM_178874	CAZy_PL12
unbinned	IJDLJFPM_178984	CAZy_GT41
unbinned	IJDLJFPM_179372	CAZy_GT41
unbinned	IJDLJFPM_179390	CAZy_GT28
unbinned	IJDLJFPM_179542	CAZy_GT39
unbinned	IJDLJFPM_179625	CAZy_GT41
unbinned	IJDLJFPM_179650	CAZy_GT4
unbinned	IJDLJFPM_179705	CAZy_GH106
unbinned	IJDLJFPM_179853	CAZy_GH5
unbinned	IJDLJFPM_179953	CAZy_AA12
unbinned	IJDLJFPM_179963	CAZy_GH106
unbinned	IJDLJFPM_179974	CAZy_GH95
unbinned	IJDLJFPM_180011	CAZy_GH99
unbinned	IJDLJFPM_180084	CAZy_GH78
unbinned	IJDLJFPM_180288	CAZy_CBM66
unbinned	IJDLJFPM_180371	CAZy_GH2
unbinned	IJDLJFPM_180376	CAZy_CE1
unbinned	IJDLJFPM_180665	CAZy_CE6
unbinned	IJDLJFPM_180766	CAZy_GH31
unbinned	IJDLJFPM_180768	CAZy_GT4
unbinned	IJDLJFPM_180770	CAZy_GH76
unbinned	IJDLJFPM_180812	CAZy_GH74
unbinned	IJDLJFPM_180855	CAZy_GH119
unbinned	IJDLJFPM_180979	CAZy_GH99
unbinned	IJDLJFPM_180980	CAZy_GH106
unbinned	IJDLJFPM_180982	CAZy_GH78
unbinned	IJDLJFPM_181007	CAZy_GH115
unbinned	IJDLJFPM_181265	CAZy_GT4
unbinned	IJDLJFPM_181375	CAZy_GT9
unbinned	IJDLJFPM_181418	CAZy_GT76
unbinned	IJDLJFPM_181520	CAZy_CE15
unbinned	IJDLJFPM_181648	CAZy_GT41
unbinned	IJDLJFPM_181709	CAZy_CBM32
unbinned	IJDLJFPM_181745	CAZy_CE10
unbinned	IJDLJFPM_181778	CAZy_GT3
unbinned	IJDLJFPM_181824	CAZy_GT2
unbinned	IJDLJFPM_181888	CAZy_CBM6
unbinned	IJDLJFPM_181989	CAZy_GT41
unbinned	IJDLJFPM_182076	CAZy_CBM56
unbinned	IJDLJFPM_182079	CAZy_GH30
unbinned	IJDLJFPM_182093	CAZy_GH19
unbinned	IJDLJFPM_182254	nitrite_reductase_nirS
unbinned	IJDLJFPM_182255	nitrite_reductase_nirS
unbinned	IJDLJFPM_182297	CAZy_CE1
unbinned	IJDLJFPM_182320	CAZy_AA3
unbinned	IJDLJFPM_182487	CAZy_GH92
unbinned	IJDLJFPM_182552	CAZy_CE1
unbinned	IJDLJFPM_182598	CAZy_GT83
unbinned	IJDLJFPM_182822	CAZy_GH7
unbinned	IJDLJFPM_182900	CAZy_CE3
unbinned	IJDLJFPM_183112	CAZy_CBM48
unbinned	IJDLJFPM_183177	CAZy_CBM50
unbinned	IJDLJFPM_183339	CAZy_CE1
unbinned	IJDLJFPM_183372	CAZy_GT41
unbinned	IJDLJFPM_183382	CAZy_GH141
unbinned	IJDLJFPM_183403	CAZy_GT2
unbinned	IJDLJFPM_183461	CAZy_GH74
unbinned	IJDLJFPM_183533	CAZy_CBM44
unbinned	IJDLJFPM_183570	CAZy_GH33
unbinned	IJDLJFPM_184090	CAZy_CE1
unbinned	IJDLJFPM_184118	CAZy_AA3_1
unbinned	IJDLJFPM_184198	nitric_oxide_reductase_norC
unbinned	IJDLJFPM_184280	CAZy_GT41
unbinned	IJDLJFPM_184309	CAZy_GT41
unbinned	IJDLJFPM_184424	CAZy_CBM51
unbinned	IJDLJFPM_184702	CAZy_GT41
unbinned	IJDLJFPM_184801	CAZy_GH144
unbinned	IJDLJFPM_185086	CAZy_GH50
unbinned	IJDLJFPM_185215	CAZy_GT46
unbinned	IJDLJFPM_185269	CAZy_GH23
unbinned	IJDLJFPM_185282	CAZy_GT9
unbinned	IJDLJFPM_185503	CAZy_GH78
unbinned	IJDLJFPM_185619	CAZy_GH2
unbinned	IJDLJFPM_185897	CAZy_CE1
unbinned	IJDLJFPM_185940	CAZy_GT25
unbinned	IJDLJFPM_186325	CAZy_CBM32
unbinned	IJDLJFPM_186464	CAZy_GT41
unbinned	IJDLJFPM_186531	CAZy_GT83
unbinned	IJDLJFPM_186600	CAZy_CE10
unbinned	IJDLJFPM_186885	CAZy_GH74
unbinned	IJDLJFPM_186886	CAZy_GH33
unbinned	IJDLJFPM_186890	CAZy_GH133
unbinned	IJDLJFPM_187102	CAZy_CE7
unbinned	IJDLJFPM_187201	CAZy_GH141
unbinned	IJDLJFPM_187253	CAZy_CE9
unbinned	IJDLJFPM_187364	CAZy_GT4
unbinned	IJDLJFPM_187393	CAZy_AA3_1
unbinned	IJDLJFPM_187395	CAZy_GH33
unbinned	IJDLJFPM_187396	CAZy_GH33
unbinned	IJDLJFPM_187618	CAZy_CBM50
unbinned	IJDLJFPM_187627	CAZy_CBM35
unbinned	IJDLJFPM_187678	CAZy_GH33
unbinned	IJDLJFPM_187743	CAZy_GH89
unbinned	IJDLJFPM_187791	CAZy_CBM9
unbinned	IJDLJFPM_187834	CAZy_GT2
unbinned	IJDLJFPM_187943	CAZy_GH137
unbinned	IJDLJFPM_188189	CAZy_GT34
unbinned	IJDLJFPM_188199	CAZy_CBM50
unbinned	IJDLJFPM_188205	CAZy_CBM44
unbinned	IJDLJFPM_188253	CAZy_GH78
unbinned	IJDLJFPM_188391	CAZy_CBM50
unbinned	IJDLJFPM_188396	CAZy_PL6_2
unbinned	IJDLJFPM_188437	CAZy_GT41
unbinned	IJDLJFPM_188678	CAZy_GH74
unbinned	IJDLJFPM_188887	CAZy_CBM32
unbinned	IJDLJFPM_189280	CAZy_GH23
unbinned	IJDLJFPM_189333	CAZy_GT41
unbinned	IJDLJFPM_189712	CAZy_GT2
unbinned	IJDLJFPM_189757	CAZy_GH54
unbinned	IJDLJFPM_189807	CAZy_PL17
unbinned	IJDLJFPM_189907	CAZy_GH95
unbinned	IJDLJFPM_189952	CAZy_GT41
unbinned	IJDLJFPM_189960	CAZy_CE3
unbinned	IJDLJFPM_190096	CAZy_GT92
unbinned	IJDLJFPM_190144	CAZy_GT27
unbinned	IJDLJFPM_190210	CAZy_GH29
unbinned	IJDLJFPM_190287	CAZy_GH78
unbinned	IJDLJFPM_190306	CAZy_GH30
unbinned	IJDLJFPM_190308	CAZy_GT41
unbinned	IJDLJFPM_190371	CAZy_GH38
unbinned	IJDLJFPM_190487	CAZy_GH20
unbinned	IJDLJFPM_190578	CAZy_GT25
unbinned	IJDLJFPM_190716	CAZy_GT41
unbinned	IJDLJFPM_190717	CAZy_GT41
unbinned	IJDLJFPM_190848	CAZy_GH23
unbinned	IJDLJFPM_190918	CAZy_GH33
unbinned	IJDLJFPM_191033	CAZy_GH73
unbinned	IJDLJFPM_191125	CAZy_GH78
unbinned	IJDLJFPM_191388	CAZy_CE1
unbinned	IJDLJFPM_191389	CAZy_CE3
unbinned	IJDLJFPM_191876	CAZy_GT41
unbinned	IJDLJFPM_191959	thiosulfate_reductase_phsA
unbinned	IJDLJFPM_191985	CAZy_CBM40
unbinned	IJDLJFPM_192031	CAZy_CBM40
unbinned	IJDLJFPM_192034	CAZy_AA3
unbinned	IJDLJFPM_192162	CAZy_GT4
unbinned	IJDLJFPM_192203	CAZy_GT4
unbinned	IJDLJFPM_192411	CAZy_GT13
unbinned	IJDLJFPM_192412	CAZy_GT4
unbinned	IJDLJFPM_192568	CAZy_GH127
unbinned	IJDLJFPM_192680	CAZy_CE1
unbinned	IJDLJFPM_193042	CAZy_GH133
unbinned	IJDLJFPM_193124	CAZy_GT4
unbinned	IJDLJFPM_193267	CAZy_GT5
unbinned	IJDLJFPM_193346	CAZy_CE4
unbinned	IJDLJFPM_193354	CAZy_GT4
unbinned	IJDLJFPM_193389	CAZy_GH74
unbinned	IJDLJFPM_193391	CAZy_PL12
unbinned	IJDLJFPM_193471	CAZy_GT9
unbinned	IJDLJFPM_193545	CAZy_GT2
unbinned	IJDLJFPM_193831	CAZy_GT41
unbinned	IJDLJFPM_194155	CAZy_GT41
unbinned	IJDLJFPM_194212	CAZy_GT41
unbinned	IJDLJFPM_194226	CAZy_CE4
unbinned	IJDLJFPM_194416	CAZy_GH5
unbinned	IJDLJFPM_194455	CAZy_GH30_1
unbinned	IJDLJFPM_194493	CAZy_GH138
unbinned	IJDLJFPM_194545	CAZy_CE4
unbinned	IJDLJFPM_194611	CAZy_CBM50
unbinned	IJDLJFPM_194646	CAZy_GH13_23
unbinned	IJDLJFPM_194873	CAZy_CE9
unbinned	IJDLJFPM_194897	sulfur_dioxygenase_sdo
unbinned	IJDLJFPM_194917	CAZy_GT1
unbinned	IJDLJFPM_195345	CAZy_GT2
unbinned	IJDLJFPM_195439	CAZy_GH55
unbinned	IJDLJFPM_195452	CAZy_GH140
unbinned	IJDLJFPM_195456	CAZy_GH119
unbinned	IJDLJFPM_195838	CAZy_GH92
unbinned	IJDLJFPM_195905	CAZy_CE10
unbinned	IJDLJFPM_195946	CAZy_GT41
unbinned	IJDLJFPM_196169	nitrite_reductase_nirS
unbinned	IJDLJFPM_196177	sulfide_quinone_oxidoreductase_sqr
unbinned	IJDLJFPM_196179	sulfide_quinone_oxidoreductase_sqr
unbinned	IJDLJFPM_196289	CAZy_GH95
unbinned	IJDLJFPM_196290	CAZy_GH95
unbinned	IJDLJFPM_196560	CAZy_GT41
unbinned	IJDLJFPM_196812	CAZy_GT41
unbinned	IJDLJFPM_196883	CAZy_CBM47
unbinned	IJDLJFPM_196979	CAZy_GT41
unbinned	IJDLJFPM_197246	CAZy_AA12
unbinned	IJDLJFPM_197303	CAZy_GT4
unbinned	IJDLJFPM_197345	CAZy_GT13
unbinned	IJDLJFPM_197353	CAZy_GT4
unbinned	IJDLJFPM_197589	CAZy_CE10
unbinned	IJDLJFPM_197609	CAZy_GT41
unbinned	IJDLJFPM_197730	CAZy_GT4
unbinned	IJDLJFPM_197748	CAZy_GH50
unbinned	IJDLJFPM_197779	CAZy_CBM9
unbinned	IJDLJFPM_197877	CAZy_GT2
unbinned	IJDLJFPM_197945	CAZy_GH125
unbinned	IJDLJFPM_197946	CAZy_GH63
unbinned	IJDLJFPM_198117	CAZy_GT41
unbinned	IJDLJFPM_198159	CAZy_GH5_24
unbinned	IJDLJFPM_198217	CAZy_CBM50
unbinned	IJDLJFPM_198294	CAZy_GH95
unbinned	IJDLJFPM_198295	CAZy_GH106
unbinned	IJDLJFPM_198296	CAZy_GH106
unbinned	IJDLJFPM_198315	CAZy_GT41
unbinned	IJDLJFPM_198375	CAZy_GH108
unbinned	IJDLJFPM_198476	methanol_dehydrogenase_pqq_xoxF_mxaF
unbinned	IJDLJFPM_198478	CAZy_GH73
unbinned	IJDLJFPM_198569	thiosulfate_reductase_phsA
unbinned	IJDLJFPM_198669	CAZy_GT41
unbinned	IJDLJFPM_198710	CAZy_GH74
unbinned	IJDLJFPM_198826	CAZy_GT25
unbinned	IJDLJFPM_199031	CAZy_GH78
unbinned	IJDLJFPM_199079	CAZy_GT2
unbinned	IJDLJFPM_199149	CAZy_GH43
unbinned	IJDLJFPM_199604	CAZy_GH95
unbinned	IJDLJFPM_199619	CAZy_CBM50
unbinned	IJDLJFPM_199808	CAZy_GT4
unbinned	IJDLJFPM_199876	CAZy_GT90
unbinned	IJDLJFPM_200142	CAZy_GT3
unbinned	IJDLJFPM_200252	CAZy_GH128
unbinned	IJDLJFPM_200372	CAZy_GT66
unbinned	IJDLJFPM_200379	CAZy_GT83
unbinned	IJDLJFPM_200568	CAZy_CBM32
unbinned	IJDLJFPM_200639	CAZy_CBM50
unbinned	IJDLJFPM_200685	CAZy_CE6
unbinned	IJDLJFPM_200797	CAZy_GH2
unbinned	IJDLJFPM_200807	CAZy_GH92
unbinned	IJDLJFPM_200829	hydrazine_synthase_hzsA
unbinned	IJDLJFPM_200865	CAZy_GT5
unbinned	IJDLJFPM_200916	CAZy_GT41
unbinned	IJDLJFPM_201634	CAZy_GT41
unbinned	IJDLJFPM_201658	CAZy_GH105
unbinned	IJDLJFPM_201687	CAZy_PL10
unbinned	IJDLJFPM_201767	CAZy_GH29
unbinned	IJDLJFPM_201948	CAZy_GT4
unbinned	IJDLJFPM_201982	CAZy_PL5
unbinned	IJDLJFPM_202278	CAZy_GH5_13
unbinned	IJDLJFPM_202479	CAZy_GH33
unbinned	IJDLJFPM_202593	CAZy_AA1
unbinned	IJDLJFPM_202608	CAZy_GT7
unbinned	IJDLJFPM_202636	CAZy_GT4
unbinned	IJDLJFPM_202639	CAZy_CE1
unbinned	IJDLJFPM_203003	CAZy_PL12
unbinned	IJDLJFPM_203028	sulfide_quinone_oxidoreductase_sqr
unbinned	IJDLJFPM_203127	CAZy_CBM66
unbinned	IJDLJFPM_203212	CAZy_GT46
unbinned	IJDLJFPM_203213	CAZy_GT46
unbinned	IJDLJFPM_203398	CAZy_GT8
unbinned	IJDLJFPM_203682	CAZy_GH78
unbinned	IJDLJFPM_203723	CAZy_CE10
unbinned	IJDLJFPM_203889	CAZy_GH33
unbinned	IJDLJFPM_204220	CAZy_CE10
unbinned	IJDLJFPM_204254	CAZy_PL11
unbinned	IJDLJFPM_204261	CAZy_GT41
unbinned	IJDLJFPM_204293	CAZy_GH38
unbinned	IJDLJFPM_204309	CAZy_GT41
unbinned	IJDLJFPM_204341	CAZy_GH108
unbinned	IJDLJFPM_204386	CAZy_GH25
unbinned	IJDLJFPM_204456	nitrite_reductase_nirS
unbinned	IJDLJFPM_204478	CAZy_PL1_2
unbinned	IJDLJFPM_204757	CAZy_GT41
unbinned	IJDLJFPM_204895	CAZy_CE3
unbinned	IJDLJFPM_205042	CAZy_GT41
unbinned	IJDLJFPM_205111	CAZy_GH92
unbinned	IJDLJFPM_205310	CAZy_CE1
unbinned	IJDLJFPM_205336	CAZy_GH92
unbinned	IJDLJFPM_205366	CAZy_CBM50
